"Order";"Level";"Code";"Parent";"Description";"This_item_includes";"This_item_also_includes";"Rulings";"This_item_excludes";"Reference_to_ISIC_Rev._4"
399300;4;"77.22";"77.2";"Rental of video tapes and disks";"This class includes:
- rental of video tapes, records, CDs, DVDs etc.";"";"";"";"7722"
399301;4;"77.29";"77.2";"Rental and leasing of other personal and household goods";"This class includes:
- rental of all kinds of household or personal goods, to households or industries (except recreational and sports equipment):
  . textiles, wearing apparel and footwear
  . furniture, pottery and glass, kitchen and tableware, electrical appliances and house wares
  . jewellery, musical instruments, scenery and costumes
  . books, journals and magazines
  . machinery and equipment used by amateurs or as a hobby e.g. tools for home repairs
  . flowers and plants
  . electronic equipment for household use";"";"";"This class excludes:
- rental of cars, trucks, trailers and recreational vehicles without driver, see 77.1
- rental of recreational and sports goods, see 77.21
- rental of video tapes and disks, see 77.22
- rental of office furniture, see 77.33
- rental of motorcycles and caravans without driver, see 77.39
- provision of linen, work uniforms and related items by laundries, see 96.01";"7729"
399302;3;"77.3";"77";"Rental and leasing of other machinery, equipment and tangible goods";"";"";"";"";"773"
399303;4;"77.31";"77.3";"Rental and leasing of agricultural machinery and equipment";"This class includes:
- rental and operational leasing of agricultural and forestry machinery and equipment without operator:
  . rental of products produced by class 28.30, such as agricultural tractors etc.";"";"";"This class excludes:
- rental of agricultural and forestry machinery or equipment with operator, see 01.61, 02.40";"7730"
399304;4;"77.32";"77.3";"Rental and leasing of construction and civil engineering machinery and equipment";"This class includes:
- rental and operational leasing of construction and civil engineering machinery and equipment without operator:
  . crane lorries
  . scaffolds and work platforms, without erection and dismantling";"";"";"This class excludes:
- rental of construction and civil engineering machinery or equipment with operator, see division 43";"7730"
399305;4;"77.33";"77.3";"Rental and leasing of office machinery and equipment (including computers)";"This class includes:
- rental and operational leasing of office machinery and equipment without operator:
  . computers and computer peripheral equipment
  . duplicating machines, typewriters and word-processing machines
  . accounting machinery and equipment: cash registers, electronic calculators etc.
  . office furniture";"";"";"";"7730"
399306;4;"77.34";"77.3";"Rental and leasing of water transport equipment";"This class includes:
- rental and operational leasing of water-transport equipment without operator: 
  . commercial boats and ships";"";"";"This class excludes:
- rental of water-transport equipment with operator, see division 50
- rental of pleasure boats, see 77.21";"7730"
399307;4;"77.35";"77.3";"Rental and leasing of air transport equipment";"This class includes:
- rental and operational leasing of air transport equipment without operator:
  . airplanes
  . hot-air balloons";"";"";"This class excludes:
- rental of air-transport equipment with operator, see division 51";"7730"
399308;4;"77.39";"77.3";"Rental and leasing of other machinery, equipment and tangible goods n.e.c.";"This class includes:
- rental and operational leasing, without operator, of other machinery and equipment that are generally used as capital goods by industries:
  . engines and turbines
  . machine tools
  . mining and oilfield equipment
  . professional radio, television and communication equipment
  . motion picture production equipment
  . measuring and controlling equipment
  . other scientific, commercial and industrial machinery
- rental and operational leasing of land-transport equipment (other than motor vehicles) without drivers:
  . motorcycles, caravans and campers etc.
  . railroad vehicles";"This class also includes:
- rental of accommodation or office containers
- rental of animals (e.g. herds, race horses)
- rental of containers
- rental of pallets";"";"This class excludes:
- rental of bicycles, see 77.21
- rental of agricultural and forestry machinery and equipment, see 77.31
- rental of construction and civil engineering machinery and equipment, see 77.32
- rental of office machinery and equipment, including computers, see 77.33";"7730"
399309;3;"77.4";"77";"Leasing of intellectual property and similar products, except copyrighted works";"";"";"";"";"774"
399310;4;"77.40";"77.4";"Leasing of intellectual property and similar products, except copyrighted works";"This class includes the activities of allowing others to use intellectual property products and similar products for which a royalty payment or licensing fee is paid to the owner of the product (i.e. the asset holder). The leasing of these products can take various forms, such as permission for reproduction, use in subsequent processes or products, operating businesses under a franchise etc. The current owners may or may not have created these products.

This class includes:
- leasing of intellectual property products (except copyrighted works, such as books or software)
- receiving royalties or licensing fees for the use of:
  . patented entities
  . trademarks or service marks
  . brand names
  . mineral exploration and evaluation
  . franchise agreements";"";"- Lease or sale of scientific research results";"This class excludes:
- acquisition of rights and publishing, see divisions 58 and 59
- producing, reproducing and distributing copyrighted works (books, software, film), see divisions 58, 59
- leasing of real estate, see 68.20
- leasing of tangible products (assets), see groups 77.1, 77.2, 77.3";"7740"
399311;2;"78";"N";"Employment activities";"This division includes activities of listing employment vacancies and referring or placing applicants for employment, where the individuals referred or placed are not employees of the employment agencies, supplying workers to clients' businesses for limited periods of time to supplement the working force of the client, and the activities of providing other human resources.

This division includes:
- executive search and placement activities
- activities of theatrical casting agencies";"";"";"This division excludes:
- activities of agents for individual artists, see 74.90";"78"
399312;3;"78.1";"78";"Activities of employment placement agencies";"";"";"";"";"781"
399313;4;"78.10";"78.1";"Activities of employment placement agencies";"This class includes listing employment vacancies and referring or placing applicants for employment, where the individuals referred or placed are not employees of the employment agencies.

This class includes:
- personnel search, selection referral and placement activities, including executive placement and search activities
- activities of casting agencies and bureaus, such as theatrical casting agencies
- activities of on-line employment placement agencies";"";"- Sports talent scout";"This class excludes:
- activities of personal theatrical or artistic agents or agencies, see 74.90";"7810"
399314;3;"78.2";"78";"Temporary employment agency activities";"";"";"";"";"782"
399315;4;"78.20";"78.2";"Temporary employment agency activities";"This class includes the activities of supplying workers to clients' businesses for limited periods of time to temporarily replace or supplement the working force of the client, where the individuals provided are employees of the temporary help service unit. However, units classified here do not provide direct supervision of their employees at the clients' work sites.";"";"";"";"7820"
399316;3;"78.3";"78";"Other human resources provision";"";"";"";"";"783"
399317;4;"78.30";"78.3";"Other human resources provision";"This class includes the activities of providing human resources for client businesses. The units classified here represent the employer of record for the employees on matters relating to payroll, taxes, and other fiscal and human resource issues, but they are not responsible for direction and supervision of employees.

The provision of human resources is typically done on a long-term or permanent basis and the units classified here perform a wide range of human resource and personnel management duties associated with this provision.";"";"";"This class excludes:
- provision of human resources functions together with supervision or running of the business, see the class in the respective economic activity of that business
- provision of human resources to temporarily replace or supplement the workforce of the client, see 78.20";"7830"
399318;2;"79";"N";"Travel agency, tour operator and other reservation service and related activities";"This division includes the activity of agencies, primarily engaged in selling travel, tour, transportation and accommodation services to the general public and commercial clients and the activity of arranging and assembling tours that are sold through travel agencies or directly by agents such as tour operators; and other travel-related services including reservation services.";"The activities of tourist guides and tourism promotion activities are also included.";"";"";"79"
399319;3;"79.1";"79";"Travel agency and tour operator activities";"This group includes the activities of agencies, primarily engaged in selling travel, tour, transportation and accommodation services to the general public and commercial clients and the activity of arranging and assembling tours that are sold through travel agencies or directly by agents such as tour operators.";"";"";"";"791"
399320;4;"79.11";"79.1";"Travel agency activities";"This class includes:
- activities of agencies, primarily engaged in selling travel, tour, transportation and accommodation services on a wholesale or retail basis to the general public and commercial clients";"";"";"";"7911"
399321;4;"79.12";"79.1";"Tour operator activities";"This class includes:
- arranging and assembling tours that are sold through travel agencies or directly by tour operators. The tours may include any or all of the following:
  . transportation
  . accommodation
  . food
  . visits to museums, historical or cultural sites, theatrical, musical or sporting events";"";"";"";"7912"
399322;3;"79.9";"79";"Other reservation service and related activities";"";"";"";"";"799"
399323;4;"79.90";"79.9";"Other reservation service and related activities";"This class includes:
- other travel-related reservation services:
  . reservations for transportation, hotels, restaurants, car rentals, entertainment and sport etc.
- time-share exchange services
- ticket sales activities for theatrical, sports and other amusement and entertainment events
- visitor assistance services:
  . provision of travel information to visitors
  . activities of tourist guides
- tourism promotion activities";"";"";"This class excludes:
- the activities of travel agencies and tour operators, see 79.11, 79.12
- organisation and management of events such as meetings, conventions and conferences, see 82.30";"7990"
399324;2;"80";"N";"Security and investigation activities";"This division includes security-related services such as: investigation and detective services; guard and patrol services; picking up and delivering money, receipts, or other valuable items with personnel and equipment to protect such properties while in transit; operation of electronic security alarm systems, such as burglar and fire alarms, where the activity focuses on remote monitoring these systems, but often involves also sale, installation and repair services. If the latter components are provided separate, they are excluded from this division and classified in retail sale, construction etc.";"";"";"";"80"
399325;3;"80.1";"80";"Private security activities";"";"";"";"";"801"
399326;4;"80.10";"80.1";"Private security activities";"This class includes the provision of one or more of the following: guard and patrol services, picking up and delivering money, receipts, or other valuable items with personnel and equipment to protect such properties while in transit.

This class includes:
- armoured car services
- bodyguard services
- polygraph services
- fingerprinting services
- security guard services
- security shredding of information on any media";"";"- Support services to cash collection and deposit services";"This class excludes:
- public order and safety activities, see 84.24";"8010"
399327;3;"80.2";"80";"Security systems service activities";"";"";"";"";"802"
399328;4;"80.20";"80.2";"Security systems service activities";"This class includes:
- monitoring or remote monitoring of electronic security alarm systems, such as burglar and fire alarms, including their installation and maintenance
- installing, repairing, rebuilding, and adjusting mechanical or electronic locking devices, safes and security vaults in connection with later monitoring and remote monitoring

The units carrying out these activities may also engage in selling such security systems, mechanical or electronic locking devices, safes and security vaults.";"";"";"This class excludes:
- installation of security systems, such as burglar and fire alarms, without later monitoring, see 43.21
- retail sale of electrical security alarm systems, mechanical or electronic locking devices, safes and security vaults in specialised stores, without monitoring, installation or maintenance services, see 47.59
- security consultants, see 74.90
- public order and safety activities, see 84.24
- providing key duplication services, see 95.29";"8020"
399329;3;"80.3";"80";"Investigation activities";"";"";"";"";"803"
399330;4;"80.30";"80.3";"Investigation activities";"This class includes:
- investigation and detective service activities
- activities of all private investigators, independent of the type of client or purpose of investigation";"";"";"";"8030"
399331;2;"81";"N";"Services to buildings and landscape activities";"This division includes the provision of a number of general support services, such as the provision of a combination of support services within a client's facilities, the interior and exterior cleaning of buildings of all types, cleaning of industrial machinery, cleaning of trains, buses, planes, etc., cleaning of the inside of road and sea tankers, disinfecting and exterminating activities for buildings, ships, trains, etc., bottle cleaning, street sweeping, snow and ice removal, provision of landscape care and maintenance services and provision of these services along with the design of landscape plans and/or the construction (i.e. installation) of walkways, retaining walls, decks, fences, ponds, and similar structures.";"";"";"";"81"
399332;3;"81.1";"81";"Combined facilities support activities";"";"";"";"";"811"
399333;4;"81.10";"81.1";"Combined facilities support activities";"This class includes the provision of a combination of support services within a client's facilities. These services include general interior cleaning, maintenance, trash disposal, guard and security, mail routing, reception, laundry and related services to support operations within facilities. These support activities are performed by operating staff, which is not involved with or responsible for the core business or activities of the client.";"";"";"This class excludes:
- provision of only one of the support services (e.g. general interior cleaning services) or addressing only a single function (e.g. heating), see the appropriate class according to the service provided
- provision of management and operating staff for the complete operation of a client's establishment, such as a hotel, restaurant, mine, or hospital, see the class of the unit operated
- provision of on site management and operation of a client's computer systems and/or data processing facilities, see 62.03
- operation of correctional facilities on a contract or fee basis, see 84.23";"8110"
399334;3;"81.2";"81";"Cleaning activities";"This group includes the activities of general interior cleaning of all types of buildings, exterior cleaning of buildings, specialised cleaning activities for buildings or other specialised cleaning activities, cleaning of industrial machinery, cleaning of the inside of road and sea tankers, disinfecting and extermination activities for buildings and industrial machinery, bottle cleaning, street sweeping, snow and ice removal.";"";"";"This group excludes:
- agricultural pest control, see 01.61
- cleaning of new buildings immediately after construction, 43.39
- steam-cleaning, sand blasting and similar activities for building exteriors, see 43.99
- carpet and rug shampooing, drapery and curtain cleaning, see 96.01";"812"
399335;4;"81.21";"81.2";"General cleaning of buildings";"This class includes:
- general (non-specialized) cleaning of all types of buildings, such as:
  . offices 
  . houses or apartments
  . factories 
  . shops 
  . institutions
- general (non-specialized) cleaning of other business and professional premises and multiunit residential buildings

These activities are mostly interior cleaning although they may include the cleaning of associated exterior areas such as windows or passageways.";"";"";"This class excludes:
- specialised cleaning activities, such as window cleaning, chimney cleaning, cleaning of fireplaces, stoves, furnaces, incinerators, boilers, ventilation ducts, exhaust units, see 81.22";"8121"
399336;4;"81.22";"81.2";"Other building and industrial cleaning activities";"This class includes:
- exterior cleaning of buildings of all types, including offices, factories, shops, institutions and other business and professional premises and multiunit residential buildings
- specialised cleaning activities for buildings such as window cleaning, chimney cleaning and cleaning of fireplaces, stoves, furnaces, incinerators, boilers, ventilation ducts and exhaust units
- cleaning of industrial machinery
- other building and industrial cleaning activities, n.e.c.";"";"- Cleaning of water supply pipelines";"This class excludes:
- steam cleaning and blasting and similar activities for building exteriors, see 43.99";"8129"
399337;4;"81.29";"81.2";"Other cleaning activities";"This class includes:
- swimming pool cleaning and maintenance activities
- cleaning of trains, buses, planes, etc.
- cleaning of the inside of road and sea tankers 
- disinfecting and exterminating activities
- bottle cleaning
- street sweeping and snow and ice removal
- other cleaning activities, n.e.c.";"";"";"This class excludes:
- agriculture pest control, see 01.61
- automobile cleaning, car wash, see 45.20";"8129"
399338;3;"81.3";"81";"Landscape service activities";"";"";"";"";"813"
399339;4;"81.30";"81.3";"Landscape service activities";"This class includes:
- planting, care and maintenance of:
  . parks and gardens for:
    . private and public housing
    . public and semi-public buildings (schools, hospitals, administrative buildings, church buildings etc.)
    . municipal grounds (parks, green areas, cemeteries etc.)
    . highway greenery (roads, train lines and tramlines, waterways, ports)
    . industrial and commercial buildings
- greenery for:
  . buildings (roof gardens, façade greenery, indoor gardens etc.)
  . sports grounds (football fields, golf courses etc.), play grounds, lawns for sunbathing and other recreational parks
  . stationary and flowing water (basins, alternating wet areas, ponds, swimming pools, ditches, watercourses, plant sewage systems)
- plants for protection against noise, wind, erosion, visibility and dazzling";"";"";"This class excludes:
- commercial production and planting for commercial production of plants, trees, see divisions 01, 02
- tree nurseries and forest tree nurseries, see 01.30, 02.10
- keeping the land in good environmental condition for agricultural use, see 01.61
- construction activities for landscaping purposes, see section F
- landscape design and architecture activities, see 71.11";"8130"
399340;2;"82";"N";"Office administrative, office support and other business support activities";"This division includes the provision of a range of day-to-day office administrative services, as well as ongoing routine business support functions for others, on a contract or fee basis.";"This division also includes all support service activities typically provided to businesses not elsewhere classified.";"";"Units classified in this division do not provide operating staff to carry out the complete operations of a business.";"82"
399341;3;"82.1";"82";"Office administrative and support activities";"This group includes the provision of a range of day-to-day office administrative services, such as financial planning, billing and record keeping, personnel and physical distribution and logistics for others on a contract or fee basis.";"This group also includes support activities for others on a contract or fee basis, that are ongoing routine business support functions that businesses and organisations traditionally do for themselves.";"";"Units classified in this group do not provide operating staff to carry out the complete operations of a business. Units engaged in one particular aspect of these activities are classified according to that particular activity.";"821"
399342;4;"82.11";"82.1";"Combined office administrative service activities";"This class includes the provision of a combination of day-to-day office administrative services, such as reception, financial planning, billing and record keeping, personnel and mail services etc. for others on a contract or fee basis.";"";"";"This class excludes:
- provision of only one particular aspect of these activities, see class according to that particular activity
- provision of the operating staff without supervision, see 78";"8211"
399343;4;"82.19";"82.1";"Photocopying, document preparation and other specialised office support activities";"This class includes a variety of copying, document preparation and specialised office support activities. The document copying/printing activities included here cover only short-run type printing activities.

This class includes: 
- document preparation
- document editing or proofreading 
- typing and word processing 
- secretarial support services
- transcription of documents, and other secretarial services
- letter or resume writing 
- provision of mailbox rental and other postal and mailing services, such as pre-sorting, addressing, etc. 
- photocopying 
- duplicating
- blueprinting
- other document copying services (without also providing printing services, such as offset printing, quick printing, digital printing, pre-press services)";"";"- Document and image scanning activities
- Formatting of eBooks
- Document preparation and pre-archiving";"This class excludes:
- printing of documents (offset printing, quick printing etc.), see 18.12
- pre-press services, see 18.13
- developing and organising mail advertising campaigns, see 73.11
- specialised stenotype services such as court reporting, see 82.99
- public stenography services, see 82.99";"8219"
399344;3;"82.2";"82";"Activities of call centres";"";"";"";"";"822"
399345;4;"82.20";"82.2";"Activities of call centres";"This class includes the activities of: 
- inbound call centres, answering calls from clients by using human operators, automatic call distribution, computer telephone integration, interactive voice response systems or similar methods to receive orders, provide product information, deal with customer requests for assistance or address customer complaints 
- outbound call centres using similar methods to sell or market goods or services to potential customers, undertake market research or public opinion polling and similar activities for clients";"";"";"";"8220"
399346;3;"82.3";"82";"Organisation of conventions and trade shows";"";"";"";"";"823"
399347;4;"82.30";"82.3";"Organisation of conventions and trade shows";"This class includes the organisation, promotion and/or management of events, such as business and trade shows, conventions, conferences and meetings, whether or not including the management and provision of the staff to operate the facilities in which these events take place.";"";"";"";"8230"
399348;3;"82.9";"82";"Business support service activities n.e.c.";"This group includes the activities of collection agencies, credit bureaus and all support activities typically provided to businesses not elsewhere classified.";"";"";"";"829"
399349;4;"82.91";"82.9";"Activities of collection agencies and credit bureaus";"This class includes:
- collection of payments for claims and remittance of payments collected to the clients, such as bill or debt collection services
- compiling of information, such as credit and employment histories on individuals and credit histories on businesses and providing the information to financial institutions, retailers and others who have a need to evaluate the creditworthiness of these persons and businesses";"";"- Credit score information compilation activities";"";"8291"
399350;4;"82.92";"82.9";"Packaging activities";"This class includes:
- packaging activities on a fee or contract basis, whether or not these involve an automated process:
  . bottling of liquids, including beverages and food
  . packaging of solids (blister packaging, foil-covered etc.)
  . security packaging of pharmaceutical preparations
  . labelling, stamping and imprinting
  . parcel-packing and gift-wrapping";"";"- Potato powder/flakes packaging under inert atmosphere
- Sterilisation by ionisation";"This class excludes:
- manufacture of soft drinks and production of mineral water, see 11.07
- packaging activities incidental to transport, see 52.29";"8292"
399351;4;"82.99";"82.9";"Other business support service activities n.e.c.";"This class includes:
- providing verbatim reporting and stenotype recording of live legal proceedings and transcribing subsequent recorded materials, such as:
  . court reporting or stenotype recording services
  . public stenography services
- real-time (i.e. simultaneous) closed captioning of live television performances of meetings, conferences 
- address bar coding services
- bar code imprinting services
- fundraising organisation services on a contract or fee basis
- repossession services
- parking meter coin collection services
- activities of independent auctioneers 
- administration of loyalty programmes
- other support activities typically provided to businesses not elsewhere classified";"";"- Restaurant voucher handling service activities
- Providing assistance in motor vehicle registration
- Relocation service activities
- Leisure activities gift package administration
- Voucher issuing and handling activities
- Charity crowd funding";"This class excludes:
- provision of document transcription services, see 82.19
- providing film or tape captioning or subtitling services, see 59.12";"8299"
399352;1;"O";"";"PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY";"This section includes activities of a governmental nature, normally carried out by the public administration. This includes the enactment and judicial interpretation of laws and their pursuant regulation, as well as the administration of programmes based on them, legislative activities, taxation, national defence, public order and safety, immigration services, foreign affairs and the administration of government programmes. 

The legal or institutional status is not, in itself, the determining factor for an activity to belong in this section, rather than the activity being of a nature specified in the previous paragraph. This means that activities classified elsewhere in NACE do not fall under this section, even if carried out by public entities. For example, administration of the school system (i.e. regulations, checks, curricula) falls under this section, but teaching itself does not (see section P), and a prison or military hospital is classified to health (see section Q). Similarly, some activities described in this section may be carried out by non-government units.";"This section also includes compulsory social security activities.";"";"";"O"
399353;2;"84";"O";"Public administration and defence; compulsory social security";"";"";"";"";"84"
399354;3;"84.1";"84";"Administration of the State and the economic and social policy of the community";"This group includes general administration (e.g. executive, legislative, financial administration etc. at all levels of government) and supervision in the field of social and economic life.";"";"";"";"841"
399355;4;"84.11";"84.1";"General public administration activities";"This class includes:
- executive and legislative administration of central, regional and local bodies
- administration and supervision of fiscal affairs:
  . operation of taxation schemes
  . duty/tax collection on goods and tax violation investigation
  . customs administration
- budget implementation and management of public funds and public debt:
  . raising and receiving of money and control of their disbursement
- administration of overall (civil) research and development policy and associated funds
- administration and operation of overall economic and social planning and statistical services at the various levels of government";"";"";"This class excludes:
- operation of government owned or occupied buildings, see 68.2, 68.3
- administration of research and development policies intended to increase personal well-being and of associated funds, see 84.12
- administration of research and development policies intended to improve economic performance and competitiveness, see 84.13
- administration of defence-related research and development policies and of associated funds, see 84.22
- operation of government archives, see 91.01";"8411"
399356;4;"84.12";"84.1";"Regulation of the activities of providing health care, education, cultural services and other social services, excluding social security";"This class includes:
- public administration of programmes aimed to increase personal well-being:
  . health
  . education
  . culture
  . sport
  . recreation
  . environment
  . housing
  . social services
- public administration of research and development policies and associated funds for these areas";"This class also includes: 
- sponsoring of recreational and cultural activities
- distribution of public grants to artists
- administration of potable water supply programmes
- administration of waste collection and disposal operations
- administration of environmental protection programmes
- administration of housing programmes";"";"This class excludes: 
- sewage, refuse disposal and remediation activities, see divisions 37, 38, 39
- compulsory social security activities, see 84.30
- education activities, see section P
- human health-related activities, see division 86
- museums and other cultural institutions, see division 91
- activities of government operated libraries and archives, see 91.01
- sporting or other recreational activities, see division 93";"8412"
399357;4;"84.13";"84.1";"Regulation of and contribution to more efficient operation of businesses";"This class includes:
- public administration and regulation, including subsidy allocation, for different economic sectors: 
  . agriculture
  . land use
  . energy and mining resources
  . infrastructure
  . transport
  . communication
  . hotels and tourism
  . wholesale and retail trade
- administration of research and development policies and associated funds to improve economic performance
- administration of general labour affairs
- implementation of regional development policy measures, e.g. to reduce unemployment";"";"";"This class excludes:
- research and experimental development activities, see division 72";"8413"
399358;3;"84.2";"84";"Provision of services to the community as a whole";"This group includes foreign affairs, defence and public order and safety activities.";"";"";"";"842"
399359;4;"84.21";"84.2";"Foreign affairs";"This class includes:
- administration and operation of the ministry of foreign affairs and diplomatic and consular missions stationed abroad or at offices of international organisations
- administration, operation and support for information and cultural services intended for distribution beyond national boundaries
- aid to foreign countries, whether or not routed through international organisations
- provision of military aid to foreign countries
- management of foreign trade, international financial and foreign technical affairs";"";"";"This class excludes:
- international disaster or conflict refugee services, see 88.99";"8421"
399360;4;"84.22";"84.2";"Defence activities";"This class includes:
- administration, supervision and operation of military defence affairs and land, sea, air and space defence forces such as:
  . combat forces of army, navy and air force
  . engineering, transport, communications, intelligence, material, personnel and other non-combat forces and commands
  . reserve and auxiliary forces of the defence establishment
  . military logistics (provision of equipment, structures, supplies etc.)
  . health activities for military personnel in the field
- administration, operation and support of civil defence forces
- support for the working out of contingency plans and the carrying out of exercises in which civilian institutions and populations are involved
- administration of defence-related research and development policies and related funds";"";"";"This class excludes:
- research and experimental development activities, see division 72
- provision of military aid to foreign countries, see 84.21
- activities of military tribunals, see 84.23 
- provision of supplies for domestic emergency use in case of peacetime disasters, see 84.24 
- educational activities of military schools, colleges and academies, see 85.4
- activities of military hospitals, see 86.10";"8422"
399361;4;"84.23";"84.2";"Justice and judicial activities";"This class includes:
- administration and operation of administrative civil and criminal law courts, military tribunals and the judicial system, including legal representation and advice on behalf of the government or when provided by the government in cash or services
- rendering of judgements and interpretations of the law
- arbitration of civil actions
- prison administration and provision of correctional services, including rehabilitation services, regardless of whether their administration and operation is done by government units or by private units on a contract or fee basis";"";"";"This class excludes:
- advice and representation in civil, criminal and other cases, see 69.10
- activities of prison schools, see division 85
- activities of prison hospitals, see 86.10";"8423"
399362;4;"84.24";"84.2";"Public order and safety activities";"This class includes:
- administration and operation of regular and auxiliary police forces supported by public authorities and of port, border, coastguards and other special police forces, including traffic regulation, alien registration, maintenance of arrest records
- provision of supplies for domestic emergency use in case of peacetime disasters";"";"";"This class excludes:
- operation of police laboratories, see 71.20
- administration and operation of military armed forces, see 84.22";"8423"
399363;4;"84.25";"84.2";"Fire service activities";"This class includes:
- fire fighting and fire prevention:
  . administration and operation of regular and auxiliary fire brigades in fire prevention, fire fighting, rescue of persons and animals, assistance in civic disasters, floods, road accidents etc.";"";"";"This class excludes:
- forestry fire protection and fire fighting services, see 02.40
- oil and gas field fire fighting, see 09.10
- fire fighting and fire prevention services at airports provided by non-specialised units, see 52.23";"8423"
399364;3;"84.3";"84";"Compulsory social security activities";"";"";"";"";"843"
399365;4;"84.30";"84.3";"Compulsory social security activities";"This class includes:
- funding and administration of government-provided social security programmes:
  . sickness, work-accident and unemployment insurance
  . retirement pensions
  . programmes covering losses of income due to maternity, temporary disablement, widowhood etc.";"";"";"This class excludes:
- non-compulsory social security, see 65.30
- provision of welfare services and social work (without accommodation), see 88.10, 88.99";"8430"
399366;1;"P";"";"EDUCATION";"This section includes education at any level or for any profession. The instructions may be oral or written and may be provided by radio, television, Internet or via correspondence. 

It includes education by the different institutions in the regular school system at its different levels as well as adult education, literacy programmes etc. Also included are military schools and academies, prison schools etc. at their respective levels. The section includes public as well as private education.

For each level of initial education, the classes include special education for physically or mentally handicapped pupils. 

The breakdown of the categories in this section is based on the level of education offered as defined by the levels of ISCED 1997. The activities of educational institutions providing courses on ISCED level 0 are classified in 85.10, on ISCED level 1 in 85.20, on ISCED levels 2-3 in group 85.3, on ISCED level 4 in 85.41 and on ISCED level 5-6 in 85.42.";"This section also includes instruction primarily concerned with sport and recreational activities such as tennis or golf and education support activities.";"";"";"P"
399367;2;"85";"P";"Education";"";"";"";"";"85"
399368;3;"85.1";"85";"Pre-primary education";"";"";"";"";"851"
399369;4;"85.10";"85.1";"Pre-primary education ";"This class includes:
- pre-primary education (education preceding the first level). Pre-primary education is defined as the initial stage of organised instruction designed primarily to introduce very young children to a school-type environment, that is, to provide a bridge between the home and a school-based atmosphere.";"";"";"This class excludes:
- child day-care activities, see 88.91";"8510"
399370;3;"85.2";"85";"Primary education";"";"";"";"";"851"
399371;4;"85.20";"85.2";"Primary education ";"This class includes primary education: the furnishing of academic courses and associated course work that give students a sound basic education in reading, writing and mathematics and an elementary understanding of other subjects such as history, geography, natural science, social science, art and music. 

Such education is generally provided for children, however the provision of literacy programmes within or outside the school system, which are similar in content to programmes in primary education but are intended for those considered too old to enter elementary schools, is also included (i.e. adult literacy programmes).";"";"";"This class excludes:
- adult education as defined in 85.5
- child day-care activities, including day nurseries for pupils, see 88.91";"8510"
399372;3;"85.3";"85";"Secondary education";"This group includes the provision of general secondary and technical and vocational secondary education.";"";"";"This group excludes:
- adult education as defined in 85.5";"852"
399373;4;"85.31";"85.3";"General secondary education ";"This class includes provision of the type of education that lays the foundation for lifelong learning and human development and is capable of furthering education opportunities. Such units provide programmes that are usually on a more subject-oriented pattern using more specialised teachers, and more often employ several teachers conducting classes in their field of specialisation. 

Subject specialisation at this level often begins to have some influence even on the educational experience of those pursuing a general programme. Such programmes are designated to qualify students either for technical and vocational education or for entrance to higher education without any special subject prerequisite.

This class includes:
- lower general secondary education corresponding more or less to the period of compulsory school attendance
- upper general secondary education giving, in principle, access to higher education";"";"";"";"8521"
399374;4;"85.32";"85.3";"Technical and vocational secondary education ";"This class includes provision of education typically emphasising subject-matter specialisation and instruction in both theoretical background and practical skills generally associated with present or prospective employment. The aim of a programme can vary from preparation for a general field of employment to a very specific job.

This class includes:
- technical and vocational education below the level of higher education as defined in 85.4";"This class also includes:
- tourist guide instruction
- instruction for chefs, hoteliers and restaurateurs
- cosmetology and barber schools
- computer repair training
- driving schools for occupational drivers e.g. of trucks, buses, coaches, schools for professional pilots";"";"This class excludes:
- technical and vocational higher education, see 85.4
- performing art instruction for recreation, hobby and self-development purposes, see 85.52
- automobile driving schools not intended for occupational drivers, see 85.53
- job training forming part of social work activities without accommodation, see 88.10, 88.99";"8522"
399375;3;"85.4";"85";"Higher education";"This group includes the furnishing of post-secondary non-tertiary and academic courses and granting of degrees at baccalaureate, graduate or post-graduate level. The requirement for admission is a diploma at least at upper secondary education level.";"";"";"This group excludes:
- adult education as defined in 85.5";"853"
399376;4;"85.41";"85.4";"Post-secondary non-tertiary education";"This class includes provision of post-secondary education, which cannot be considered tertiary education. For example provision of supplementary post-secondary education to prepare for tertiary education or post-secondary non-tertiary vocational.";"";"";"";"8530"
399377;4;"85.42";"85.4";"Tertiary education";"This class includes:
- first, second and third stages of tertiary education";"This class also includes:
- performing arts schools providing tertiary education";"";"";"8530"
399378;3;"85.5";"85";"Other education";"This group includes general continuing education and continuing vocational education and training for any profession, hobby or self-development purposes.

It includes camps and schools offering instruction in athletic activities to groups or individuals, foreign language instruction, instruction in the arts, drama or music or other instruction or specialised training, not comparable to the education in groups 85.1 - 85.4.";"";"";"It excludes educational activities as outlined in groups 85.1-85.4, i.e. pre-primary education, primary education, secondary education or higher education.";"854"
